Feature,Subject,Correlation,P_Value,Abs_Correlation,N_Samples,P_Corrected,Significant
Question_Avg_Dependency_Depth_Enhanced,OLMo_13B,-0.030124825966011355,0.10724384621880238,0.030124825966011355,2860,,False
Question_Total_Clauses_Enhanced,OLMo_13B,-0.15405905794680452,1.1828558291615716e-16,0.15405905794680452,2860,,True
Question_Avg_Clauses_Per_Sentence,OLMo_13B,-0.15445398808087102,9.871699543622956e-17,0.15445398808087102,2860,,True
Question_POS_Diversity,OLMo_13B,0.16614115140387328,3.7739316043837563e-19,0.16614115140387328,2860,,True
Question_Entity_Count_Enhanced,OLMo_13B,-0.004867757327690521,0.7947014988689619,0.004867757327690521,2860,,False
Question_Entity_Type_Diversity,OLMo_13B,-0.03627236719458725,0.05242844153503335,0.03627236719458725,2860,,False
Question_Concrete_Word_Count,OLMo_13B,-0.14910075300033027,1.1003999957701981e-15,0.14910075300033027,2860,,True
Question_Content_Word_Count,OLMo_13B,-0.28383199969482814,3.922973126834881e-54,0.28383199969482814,2860,,True
Question_Function_Word_Count,OLMo_13B,0.08521368461685884,5.03198404306269e-06,0.08521368461685884,2860,,True
Question_Semantic_Density,OLMo_13B,-0.26673646318858996,8.733300802269256e-48,0.26673646318858996,2860,,True
Question_Question_wh_questions_Count,OLMo_13B,-0.2453046647206242,1.8466683864180253e-40,0.2453046647206242,2860,,True
Question_Question_yes_no_questions_Count,OLMo_13B,0.012928827597293116,0.48947317638544463,0.012928827597293116,2860,,False
Question_Hedging_Count,OLMo_13B,-0.006422165514600078,0.7313696341638115,0.006422165514600078,2860,,False
Question_Temporal_Progression,OLMo_13B,-0.35006559560245365,3.1354827186551577e-83,0.35006559560245365,2860,,True
Question_Dialogue_Markers,OLMo_13B,0.14851862450893805,1.4228408275835072e-15,0.14851862450893805,2860,,True
Story_Entity_Density,OLMo_13B,0.16217370004937995,2.617042617624825e-18,0.16217370004937995,2860,,True
Story_Causal_Depth,OLMo_13B,0.024999920949344438,0.18135506915803046,0.024999920949344438,2860,,False
Story_Uncertainty_Level,OLMo_13B,0.12270585825021735,4.5731470691491096e-11,0.12270585825021735,2860,,True
Story_Temporal_Complexity,OLMo_13B,0.14828148569253136,1.5794049000219748e-15,0.14828148569253136,2860,,True
Story_Cognitive_Load_Index,OLMo_13B,0.0967038376577223,2.2009903426628514e-07,0.0967038376577223,2860,,True
Story_Mental_State_Depth,OLMo_13B,0.13930679230450052,7.251168572242157e-14,0.13930679230450052,2860,,True
Story_Entity_Switches,OLMo_13B,0.1273362818188734,8.219158000927532e-12,0.1273362818188734,2860,,True
Story_Emotional_Transitions,OLMo_13B,0.0366445387608502,0.050052678548190885,0.0366445387608502,2860,,False
Story_Mental_State_Interaction,OLMo_13B,0.13168921521545218,1.5455949632629773e-12,0.13168921521545218,2860,,True
Story_Inference_Chain_Depth,OLMo_13B,-0.10077990694021413,6.626875363331785e-08,0.10077990694021413,2860,,True
Story_Contradiction_Resolution,OLMo_13B,-0.10357405392334332,2.8315082975261866e-08,0.10357405392334332,2860,,True
Story_Perspective_Shifts,OLMo_13B,0.08289326130978089,9.048339240833904e-06,0.08289326130978089,2860,,True
Story_Inference_Complexity,OLMo_13B,-9.550304784151746e-05,0.9959266799912238,9.550304784151746e-05,2860,,False
Story_Complexity_Gradient,OLMo_13B,0.09898715276575523,1.1301435237153381e-07,0.09898715276575523,2860,,True
Story_Complexity_Variance,OLMo_13B,0.17274531934501747,1.349658718153359e-20,0.17274531934501747,2860,,True
Story_Complexity_Peaks,OLMo_13B,0.19611855581662524,3.4385942806124176e-26,0.19611855581662524,2860,,True
Story_Working_Memory_Load,OLMo_13B,0.17264605743667502,1.4203622556081482e-20,0.17264605743667502,2860,,True
Story_Attention_Switching_Cost,OLMo_13B,0.04792172027010522,0.01037253116916846,0.04792172027010522,2860,,True
Question_Entity_Density,OLMo_13B,0.1441356544803876,9.53327685696425e-15,0.1441356544803876,2860,,True
Question_Causal_Depth,OLMo_13B,0.13309743972042964,8.894155783449533e-13,0.13309743972042964,2860,,True
Question_Uncertainty_Level,OLMo_13B,0.034887103445692395,0.06211436024439943,0.034887103445692395,2860,,False
Question_Temporal_Complexity,OLMo_13B,-0.2188704615906532,2.3190648920237614e-32,0.2188704615906532,2860,,True
Question_Cognitive_Load_Index,OLMo_13B,0.05621664617543247,0.00263430080137739,0.05621664617543247,2860,,True
Question_Mental_State_Depth,OLMo_13B,0.0872075716519313,3.002738505754243e-06,0.0872075716519313,2860,,True
Question_Emotional_Transitions,OLMo_13B,0.06685079161951701,0.00034682875556263154,0.06685079161951701,2860,,True
Question_Inference_Chain_Depth,OLMo_13B,0.13420760640818022,5.729409992696387e-13,0.13420760640818022,2860,,True
Question_Contradiction_Resolution,OLMo_13B,0.01606258241314728,0.3905114565932079,0.01606258241314728,2860,,False
Question_Complexity_Gradient,OLMo_13B,0.018652059152975176,0.3186948346627961,0.018652059152975176,2860,,False
Question_Complexity_Variance,OLMo_13B,0.013109963334492953,0.4834085310171385,0.013109963334492953,2860,,False
Question_Attention_Switching_Cost,OLMo_13B,0.02007487234201631,0.283171397658996,0.02007487234201631,2860,,False
Story_Parse_Max_Depth,OLMo_13B,0.023181593288019317,0.21521507020254493,0.023181593288019317,2860,,False
Story_Parse_Avg_Depth,OLMo_13B,-0.027421981692323752,0.1426118162085005,0.027421981692323752,2860,,False
Story_Parse_Total_Depth,OLMo_13B,0.21226968636461258,1.7008851680570098e-30,0.21226968636461258,2860,,True
Story_Clause_Count,OLMo_13B,0.2521640338252366,9.934409584990914e-43,0.2521640338252366,2860,,True
Story_Subordinate_Clauses,OLMo_13B,0.2631993929369252,1.5777585004162876e-46,0.2631993929369252,2860,,True
Story_Coordinate_Clauses,OLMo_13B,0.09715883418967475,1.9295145620845232e-07,0.09715883418967475,2860,,True
Story_Yngve_Depth,OLMo_13B,0.04585897960411267,0.014178492550220271,0.04585897960411267,2860,,True
Story_Avg_Arc_Length,OLMo_13B,0.13967822002027086,6.218773641539058e-14,0.13967822002027086,2860,,True
Story_Max_Arc_Length,OLMo_13B,0.04475243226057342,0.01668999270372053,0.04475243226057342,2860,,True
Story_Verb_Argument_Complexity,OLMo_13B,0.0514072708129909,0.005962725194187723,0.0514072708129909,2860,,True
Story_Predicate_Count,OLMo_13B,0.22550599426074702,2.6760603368489005e-34,0.22550599426074702,2860,,True
Story_Entity_Relation_Depth,OLMo_13B,0.12505782484311814,1.9276337475825655e-11,0.12505782484311814,2860,,True
Story_Semantic_Mental_State_Depth,OLMo_13B,0.11138118734414876,2.335899646949004e-09,0.11138118734414876,2860,,True
Story_Causal_Chain_Depth,OLMo_13B,0.1394597290116562,6.8071347301618e-14,0.1394597290116562,2860,,True
Story_Temporal_Semantic_Complexity,OLMo_13B,0.16408227495983796,1.037166160780257e-18,0.16408227495983796,2860,,True
Story_Embedding_Variance,OLMo_13B,0.1690979070215658,8.637149890862924e-20,0.1690979070215658,2860,,True
Story_Embedding_Std,OLMo_13B,0.12304244912941859,4.0453281183058114e-11,0.12304244912941859,2860,,True
Story_Semantic_Coherence_Avg,OLMo_13B,-0.12759264369402593,7.460345957260228e-12,0.12759264369402593,2860,,True
Story_Semantic_Coherence_Min,OLMo_13B,-0.24914755417900647,1.0085786368246413e-41,0.24914755417900647,2860,,True
Story_Embedding_Trajectory_Length,OLMo_13B,0.2390135121630353,1.933291627684297e-38,0.2390135121630353,2860,,True
Story_PCA_First_Component,OLMo_13B,-0.14360186186158277,1.197121283559833e-14,0.14360186186158277,2860,,True
Story_PCA_Cumulative_Variance,OLMo_13B,-0.10214090983348469,4.391830535319683e-08,0.10214090983348469,2860,,True
Story_Avg_Distance_To_Centroid,OLMo_13B,0.09603491949330373,2.6680990503931124e-07,0.09603491949330373,2860,,True
Story_Max_Distance_To_Centroid,OLMo_13B,0.13525212529264635,3.775366438882655e-13,0.13525212529264635,2860,,True
Story_Flesch_Reading_Ease.1,OLMo_13B,-0.04140148794381285,0.02682257269356052,0.04140148794381285,2860,,True
Story_Flesch_Kincaid_Grade.1,OLMo_13B,0.023556346133923906,0.20788837647486924,0.023556346133923906,2860,,False
Story_Gunning_Fog,OLMo_13B,0.027406519217827816,0.1428372151180112,0.027406519217827816,2860,,False
Story_SMOG_Index,OLMo_13B,0.04228923098707446,0.023721665447380646,0.04228923098707446,2860,,True
Story_Automated_Readability,OLMo_13B,0.023745551866247022,0.20425870567765544,0.023745551866247022,2860,,False
Story_Coleman_Liau,OLMo_13B,0.0033135488986527004,0.8594076950587468,0.0033135488986527004,2860,,False
Story_Difficult_Words,OLMo_13B,0.1620203207993619,2.8177575183181072e-18,0.1620203207993619,2860,,True
Story_Dale_Chall,OLMo_13B,-0.07903934656921674,2.319148691491505e-05,0.07903934656921674,2860,,True
Story_Linsear_Write,OLMo_13B,0.00979288534903254,0.6006284309269335,0.00979288534903254,2860,,False
Question_Parse_Max_Depth,OLMo_13B,-0.029249235815232873,0.11784816815976959,0.029249235815232873,2860,,False
Question_Parse_Avg_Depth,OLMo_13B,-0.03478761002290805,0.06286357212529903,0.03478761002290805,2860,,False
Question_Parse_Total_Depth,OLMo_13B,-0.08752857203761896,2.760355078089792e-06,0.08752857203761896,2860,,True
Question_Clause_Count,OLMo_13B,-0.14103133331960555,3.541535835736759e-14,0.14103133331960555,2860,,True
Question_Subordinate_Clauses,OLMo_13B,-0.15449382671259676,9.692990862804703e-17,0.15449382671259676,2860,,True
Question_Coordinate_Clauses,OLMo_13B,0.03549824370494492,0.057672668867914,0.03549824370494492,2860,,False
Question_Yngve_Depth,OLMo_13B,-0.07321339847203717,8.89446672282621e-05,0.07321339847203717,2860,,True
Question_Avg_Arc_Length,OLMo_13B,-0.07106368489542353,0.00014263117506343345,0.07106368489542353,2860,,True
Question_Max_Arc_Length,OLMo_13B,-0.0816843127680963,1.2210594752596466e-05,0.0816843127680963,2860,,True
Question_Verb_Argument_Complexity,OLMo_13B,0.03143025956526662,0.09285264490537218,0.03143025956526662,2860,,False
Question_Predicate_Count,OLMo_13B,-0.23494338336349266,3.6483523194554805e-37,0.23494338336349266,2860,,True
Question_Entity_Relation_Depth,OLMo_13B,0.006344711250214675,0.7344864185683522,0.006344711250214675,2860,,False
Question_Semantic_Mental_State_Depth,OLMo_13B,0.07002765396306504,0.0001782707625221109,0.07002765396306504,2860,,True
Question_Temporal_Semantic_Complexity,OLMo_13B,-0.2917659853226071,3.1013677592394856e-57,0.2917659853226071,2860,,True
Question_Embedding_Variance,OLMo_13B,0.02038774203100207,0.27573426785835603,0.02038774203100207,2860,,False
Question_Embedding_Std,OLMo_13B,0.020224745077728083,0.27959203538034033,0.020224745077728083,2860,,False
Question_Semantic_Coherence_Avg,OLMo_13B,0.014236520092236924,0.4466211474297614,0.014236520092236924,2860,,False
Question_Semantic_Coherence_Min,OLMo_13B,0.013315670019588098,0.4765709539014899,0.013315670019588098,2860,,False
Question_Embedding_Trajectory_Length,OLMo_13B,0.019840938139545048,0.28882014589095434,0.019840938139545048,2860,,False
Question_Avg_Distance_To_Centroid,OLMo_13B,0.020256876456113262,0.2788286712513383,0.020256876456113262,2860,,False
Question_Max_Distance_To_Centroid,OLMo_13B,0.020404010477345722,0.27535123244537013,0.020404010477345722,2860,,False
Question_Flesch_Reading_Ease.1,OLMo_13B,0.057502575584458857,0.002095308683130476,0.057502575584458857,2860,,True
Question_Flesch_Kincaid_Grade.1,OLMo_13B,-0.09922764689071698,1.0526080542760371e-07,0.09922764689071698,2860,,True
Question_Gunning_Fog,OLMo_13B,-0.05093113827403299,0.006443362923436281,0.05093113827403299,2860,,True
Question_SMOG_Index,OLMo_13B,0.0601045592376247,0.001300668872268843,0.0601045592376247,2860,,True
Question_Automated_Readability,OLMo_13B,-0.12925455837454608,3.962797048691162e-12,0.12925455837454608,2860,,True
Question_Coleman_Liau,OLMo_13B,-0.10506833004253535,1.7804496493054892e-08,0.10506833004253535,2860,,True
Question_Difficult_Words,OLMo_13B,-0.15577429233009574,5.3744113691640894e-17,0.15577429233009574,2860,,True
Question_Dale_Chall,OLMo_13B,-0.1421472291365071,2.2169544678652343e-14,0.1421472291365071,2860,,True
Question_Linsear_Write,OLMo_13B,-0.1091554240275041,4.8434922596210424e-09,0.1091554240275041,2860,,True
Story_Dep_Max_Depth,OLMo_13B,0.023181593288019317,0.21521507020254493,0.023181593288019317,2860,,False
Story_Dep_Avg_Depth,OLMo_13B,-0.027421981692323752,0.1426118162085005,0.027421981692323752,2860,,False
Story_Dep_Depth_Variance,OLMo_13B,-0.014455173411995564,0.4396702394058833,0.014455173411995564,2860,,False
Story_Dep_Total_Depth,OLMo_13B,0.21226968636461258,1.7008851680570098e-30,0.21226968636461258,2860,,True
Story_Arc_Max_Length,OLMo_13B,0.04475243226057342,0.01668999270372053,0.04475243226057342,2860,,True
Story_Arc_Avg_Length,OLMo_13B,0.13967822002027086,6.218773641539058e-14,0.13967822002027086,2860,,True
Story_Arc_Length_Variance,OLMo_13B,0.04408162569230292,0.018395716991566734,0.04408162569230292,2860,,True
Story_Dep_Label_Diversity,OLMo_13B,-0.1878295389438729,4.032023821360794e-24,0.1878295389438729,2860,,True
Story_Complex_Dependencies,OLMo_13B,0.2521640338252366,9.934409584990914e-43,0.2521640338252366,2860,,True
Story_Total_Clauses,OLMo_13B,0.2521640338252366,9.934409584990914e-43,0.2521640338252366,2860,,True
Story_Subordinate_Clauses.1,OLMo_13B,0.2631993929369252,1.5777585004162876e-46,0.2631993929369252,2860,,True
Story_Coordinate_Clauses.1,OLMo_13B,0.09715883418967475,1.9295145620845232e-07,0.09715883418967475,2860,,True
Story_Clause_Ratio,OLMo_13B,0.02557289765281638,0.17155074895836644,0.02557289765281638,2860,,False
Story_Yngve_Depth.1,OLMo_13B,0.04585897960411267,0.014178492550220271,0.04585897960411267,2860,,True
Story_POS_Diversity.1,OLMo_13B,-0.20181608104038806,1.1457149126084096e-27,0.20181608104038806,2860,,True
Story_Entity_Count.1,OLMo_13B,0.16857775581221404,1.1217104652303808e-19,0.16857775581221404,2860,,True
Story_Entity_Type_Diversity.1,OLMo_13B,0.08109505860480103,1.4110347985225862e-05,0.08109505860480103,2860,,True
Story_Embedding_Error,OLMo_13B,,,,2133,,False
Story_Attention_Entropy,OLMo_13B,0.21786621841094916,4.4988660845801204e-32,0.21786621841094916,2860,,True
Story_Attention_Variance,OLMo_13B,-0.1510820804978616,4.553692209238937e-16,0.1510820804978616,2860,,True
Story_Attention_Max,OLMo_13B,-0.08749932227644222,2.7816396587551056e-06,0.08749932227644222,2860,,True
Story_Cross_Sentence_Attention,OLMo_13B,-0.12412555654603033,2.7635975749457705e-11,0.12412555654603033,2858,,True
Story_Entity_Network_Nodes,OLMo_13B,0.15386710007000443,1.8016728700932674e-14,0.15386710007000443,2454,,True
Story_Entity_Network_Edges,OLMo_13B,0.1745124169630507,3.1074780151077034e-18,0.1745124169630507,2454,,True
Story_Entity_Network_Density,OLMo_13B,-0.05318609385898986,0.008407574172311685,0.05318609385898986,2454,,True
Story_Entity_Network_Clustering,OLMo_13B,0.2223952517094845,7.05630271949389e-29,0.2223952517094845,2454,,True
Story_Discourse_Network_Nodes,OLMo_13B,0.3326666297909653,2.7672503975301516e-56,0.3326666297909653,2133,,True
Story_Discourse_Network_Edges,OLMo_13B,0.22872600378790386,1.0230154871127971e-26,0.22872600378790386,2133,,True
Story_Discourse_Network_Density,OLMo_13B,-0.17075297490645053,2.023763246519542e-15,0.17075297490645053,2133,,True
Story_Discourse_Network_Clustering,OLMo_13B,0.07233559205818726,0.000828185849576851,0.07233559205818726,2133,,True
Story_Discourse_Avg_Path_Length,OLMo_13B,0.3243973810888887,5.573633976680208e-18,0.3243973810888887,674,,True
Story_Flesch_Reading_Ease.2,OLMo_13B,-0.04140148794381285,0.02682257269356052,0.04140148794381285,2860,,True
Story_Flesch_Kincaid_Grade.2,OLMo_13B,0.023556346133923906,0.20788837647486924,0.023556346133923906,2860,,False
Story_Gunning_Fog.1,OLMo_13B,0.027406519217827816,0.1428372151180112,0.027406519217827816,2860,,False
Story_SMOG_Index.1,OLMo_13B,0.04228923098707446,0.023721665447380646,0.04228923098707446,2860,,True
Story_Automated_Readability_Index.1,OLMo_13B,0.023745551866247022,0.20425870567765544,0.023745551866247022,2860,,False
Story_Coleman_Liau_Index,OLMo_13B,0.0033135488986527004,0.8594076950587468,0.0033135488986527004,2860,,False
Story_Linsear_Write_Formula,OLMo_13B,0.00979288534903254,0.6006284309269335,0.00979288534903254,2860,,False
Story_Dale_Chall_Readability,OLMo_13B,-0.07903934656921674,2.319148691491505e-05,0.07903934656921674,2860,,True
Story_Difficult_Words.1,OLMo_13B,0.1620203207993619,2.8177575183181072e-18,0.1620203207993619,2860,,True
Story_Text_Standard,OLMo_13B,0.03355244091376532,0.0728018988154202,0.03355244091376532,2860,,False
Story_Reading_Time,OLMo_13B,0.23694353090313605,8.673068027418358e-38,0.23694353090313605,2860,,True
Story_Syllable_Count,OLMo_13B,0.23528576746439084,2.8556734536239344e-37,0.23528576746439084,2860,,True
Story_Lexicon_Count,OLMo_13B,0.2318101978067815,3.3707597341606514e-36,0.2318101978067815,2860,,True
Story_Sentence_Count,OLMo_13B,0.20317090121590603,5.025062886279976e-28,0.20317090121590603,2860,,True
Story_Composite_Readability,OLMo_13B,-0.03623500478586743,0.052672066015582525,0.03623500478586743,2860,,False
Story_Discourse_Connected_Components,OLMo_13B,0.10094433901734737,0.00011231489838623308,0.10094433901734737,1459,,True
Story_Entity_Network_Insufficient,OLMo_13B,,,,406,,False
Story_Embedding_Insufficient_Sentences,OLMo_13B,,,,727,,False
Question_Dep_Max_Depth,OLMo_13B,-0.029249235815232873,0.11784816815976959,0.029249235815232873,2860,,False
Question_Dep_Avg_Depth,OLMo_13B,-0.03478761002290805,0.06286357212529903,0.03478761002290805,2860,,False
Question_Dep_Depth_Variance,OLMo_13B,0.010339623507240794,0.5804514284978739,0.010339623507240794,2860,,False
Question_Dep_Total_Depth,OLMo_13B,-0.08752857203761896,2.760355078089792e-06,0.08752857203761896,2860,,True
Question_Arc_Max_Length,OLMo_13B,-0.0816843127680963,1.2210594752596466e-05,0.0816843127680963,2860,,True
Question_Arc_Avg_Length,OLMo_13B,-0.07106368489542353,0.00014263117506343345,0.07106368489542353,2860,,True
Question_Arc_Length_Variance,OLMo_13B,-0.07109197398476927,0.00014175928025318666,0.07109197398476927,2860,,True
Question_Dep_Label_Diversity,OLMo_13B,0.12330929319309426,3.669664645708418e-11,0.12330929319309426,2860,,True
Question_Complex_Dependencies,OLMo_13B,-0.14103133331960555,3.541535835736759e-14,0.14103133331960555,2860,,True
Question_Total_Clauses,OLMo_13B,-0.14103133331960555,3.541535835736759e-14,0.14103133331960555,2860,,True
Question_Subordinate_Clauses.1,OLMo_13B,-0.15449382671259676,9.692990862804703e-17,0.15449382671259676,2860,,True
Question_Coordinate_Clauses.1,OLMo_13B,0.03549824370494492,0.057672668867914,0.03549824370494492,2860,,False
Question_Clause_Ratio,OLMo_13B,-0.1416746848263499,2.7045935974729395e-14,0.1416746848263499,2860,,True
Question_Yngve_Depth.1,OLMo_13B,-0.07321339847203717,8.89446672282621e-05,0.07321339847203717,2860,,True
Question_POS_Diversity.1,OLMo_13B,0.16614115140387328,3.7739316043837563e-19,0.16614115140387328,2860,,True
Question_Entity_Count,OLMo_13B,-0.004867757327690521,0.7947014988689619,0.004867757327690521,2860,,False
Question_Entity_Type_Diversity.1,OLMo_13B,-0.03627236719458725,0.05242844153503335,0.03627236719458725,2860,,False
Question_Embedding_Insufficient_Sentences,OLMo_13B,,,,2776,,False
Question_Attention_Entropy,OLMo_13B,-0.1497045339105687,8.420248310105564e-16,0.1497045339105687,2860,,True
Question_Attention_Variance,OLMo_13B,0.1460213553243078,4.2355080111852734e-15,0.1460213553243078,2860,,True
Question_Attention_Max,OLMo_13B,0.13434322655473432,5.428361621412742e-13,0.13434322655473432,2860,,True
Question_Cross_Sentence_Attention,OLMo_13B,0.1464215842481555,3.720891460185987e-15,0.1464215842481555,2856,,True
Question_Entity_Network_Insufficient,OLMo_13B,,,,2078,,False
Question_Flesch_Reading_Ease.2,OLMo_13B,0.057502575584458857,0.002095308683130476,0.057502575584458857,2860,,True
Question_Flesch_Kincaid_Grade.2,OLMo_13B,-0.09922764689071698,1.0526080542760371e-07,0.09922764689071698,2860,,True
Question_Gunning_Fog.1,OLMo_13B,-0.05093113827403299,0.006443362923436281,0.05093113827403299,2860,,True
Question_SMOG_Index.1,OLMo_13B,0.0601045592376247,0.001300668872268843,0.0601045592376247,2860,,True
Question_Automated_Readability_Index.1,OLMo_13B,-0.12925455837454608,3.962797048691162e-12,0.12925455837454608,2860,,True
Question_Coleman_Liau_Index,OLMo_13B,-0.10506833004253535,1.7804496493054892e-08,0.10506833004253535,2860,,True
Question_Linsear_Write_Formula,OLMo_13B,-0.1091554240275041,4.8434922596210424e-09,0.1091554240275041,2860,,True
Question_Dale_Chall_Readability,OLMo_13B,-0.1421472291365071,2.2169544678652343e-14,0.1421472291365071,2860,,True
Question_Difficult_Words.1,OLMo_13B,-0.15577429233009574,5.3744113691640894e-17,0.15577429233009574,2860,,True
Question_Text_Standard,OLMo_13B,-0.08938581684817198,1.6865524528606869e-06,0.08938581684817198,2860,,True
Question_Reading_Time,OLMo_13B,-0.16541959850659613,5.386514958202874e-19,0.16541959850659613,2860,,True
Question_Syllable_Count,OLMo_13B,-0.14942809377018598,9.519144113115121e-16,0.14942809377018598,2860,,True
Question_Lexicon_Count,OLMo_13B,-0.14789400065669853,1.8724755336525294e-15,0.14789400065669853,2860,,True
Question_Sentence_Count,OLMo_13B,0.02365206049746262,0.20604641752241382,0.02365206049746262,2860,,False
Question_Composite_Readability,OLMo_13B,0.07310018590934934,9.121355158807206e-05,0.07310018590934934,2860,,True
Question_Entity_Network_Nodes,OLMo_13B,0.24883676623189316,1.6803395813499378e-12,0.24883676623189316,782,,True
Question_Entity_Network_Edges,OLMo_13B,0.2204290519372714,4.6324337292908017e-10,0.2204290519372714,782,,True
Question_Entity_Network_Density,OLMo_13B,0.23589789919313917,2.3786064282028977e-11,0.23589789919313917,782,,True
Question_Entity_Network_Clustering,OLMo_13B,0.11159669111349894,0.0017750615254707655,0.11159669111349894,782,,True
Question_Complexity_Score,Mistral_7B,-0.20646813338790015,6.596546699161067e-29,0.20646813338790015,2860,,True
Story_MS_Embedding_Max_Depth,Mistral_7B,0.259611190411665,2.841609535794146e-45,0.259611190411665,2860,,True
Story_MS_Embedding_Avg_Depth,Mistral_7B,0.2473867989913026,3.8457158924682315e-41,0.2473867989913026,2860,,True
Story_MS_Clause_Count,Mistral_7B,0.2717284740902529,1.3633619181026913e-49,0.2717284740902529,2860,,True
Story_Perspective_Markers,Mistral_7B,0.02008605867803171,0.28290317127687303,0.02008605867803171,2860,,False
Story_Subject_Changes,Mistral_7B,0.16809835098916737,1.426193977013595e-19,0.16809835098916737,2860,,True
Story_Perspective_Complexity,Mistral_7B,0.15378518253345577,1.3405312566018269e-16,0.15378518253345577,2860,,True
Story_Recursive_MS_Max_Depth,Mistral_7B,0.13556047335035049,3.33590235772061e-13,0.13556047335035049,2860,,True
Story_Recursive_MS_Chains,Mistral_7B,0.13698000533670818,1.8801926079823833e-13,0.13698000533670818,2860,,True
Story_Pronoun_Count,Mistral_7B,0.22528193754286832,3.118597272117511e-34,0.22528193754286832,2860,,True
Story_Entity_Count,Mistral_7B,0.1702815137832604,4.750364181819494e-20,0.1702815137832604,2860,,True
Story_Coref_Complexity,Mistral_7B,0.16374624676526223,1.221715828131244e-18,0.16374624676526223,2860,,True
Story_MS_Contradictions,Mistral_7B,0.1427185793774835,1.741685568690283e-14,0.1427185793774835,2860,,True
Story_False_Belief_Score,Mistral_7B,0.1427185793774835,1.741685568690283e-14,0.1427185793774835,2860,,True
Story_MS_Total_Args,Mistral_7B,0.24013411632575085,8.526567602731036e-39,0.24013411632575085,2860,,True
Story_MS_Complex_Args,Mistral_7B,0.19562143708891416,4.604085624724798e-26,0.19562143708891416,2860,,True
Story_MS_Arg_Complexity,Mistral_7B,0.23050195484471617,8.446883108048004e-36,0.23050195484471617,2860,,True
Story_Temporal_Markers,Mistral_7B,0.2361211413589289,1.5682530238665891e-37,0.2361211413589289,2860,,True
Story_Tense_Variety,Mistral_7B,0.07960966277413668,2.0229050706173207e-05,0.07960966277413668,2860,,True
Story_Temporal_MS_Complexity,Mistral_7B,0.1912071904522118,5.940039495914393e-25,0.1912071904522118,2860,,True
Story_Char_Count,Mistral_7B,0.269427950750902,9.373990677561647e-49,0.269427950750902,2860,,True
Story_Alpha_Char_Ratio,Mistral_7B,-0.0016839336471389243,0.9282747152218586,0.0016839336471389243,2860,,False
Story_Digit_Ratio,Mistral_7B,-0.641982242063609,0.0,0.641982242063609,2860,,True
Story_Punct_Ratio,Mistral_7B,0.11264291194490339,1.53516756310036e-09,0.11264291194490339,2860,,True
Story_Word_Count_Enhanced,Mistral_7B,0.2571138453787353,2.0694693656906884e-44,0.2571138453787353,2860,,True
Story_Unique_Word_Ratio,Mistral_7B,0.023117315527291335,0.2164902053320947,0.023117315527291335,2860,,False
Story_Avg_Word_Length_Enhanced,Mistral_7B,0.10606300444555132,1.3027501676951093e-08,0.10606300444555132,2860,,True
Story_Sentence_Count_Enhanced,Mistral_7B,0.31850102017569365,1.9328686471373195e-68,0.31850102017569365,2860,,True
Story_Avg_Sentence_Length,Mistral_7B,-0.12095097568322066,8.621216038407964e-11,0.12095097568322066,2860,,True
Story_Flesch_Reading_Ease,Mistral_7B,0.01189969710353558,0.5246930985607037,0.01189969710353558,2860,,False
Story_Flesch_Kincaid_Grade,Mistral_7B,-0.06741874949957903,0.0003085493343100861,0.06741874949957903,2860,,True
Story_Automated_Readability_Index,Mistral_7B,-0.07048415959840862,0.0001616428675382535,0.07048415959840862,2860,,True
Story_Readability_Composite,Mistral_7B,-0.06606095485593931,0.0004074832067371306,0.06606095485593931,2860,,True
Story_Sentiment_Positive,Mistral_7B,0.3078057373441194,8.132948175535563e-64,0.3078057373441194,2860,,True
Story_Sentiment_Negative,Mistral_7B,0.11197401033477698,1.9188925900411013e-09,0.11197401033477698,2860,,True
Story_Sentiment_Neutral,Mistral_7B,-0.33626746963124166,1.4990317444536515e-76,0.33626746963124166,2860,,True
Story_Sentiment_Compound,Mistral_7B,0.24774282079868187,2.936420755032251e-41,0.24774282079868187,2860,,True
Story_TextBlob_Polarity,Mistral_7B,0.16144117377157138,3.72221734063115e-18,0.16144117377157138,2860,,True
Story_TextBlob_Subjectivity,Mistral_7B,0.10652306373512738,1.1264004307405133e-08,0.10652306373512738,2860,,True
Story_Emotion_Joy_Count,Mistral_7B,0.17804834453690366,8.437769473106783e-22,0.17804834453690366,2860,,True
Story_Emotion_Anger_Count,Mistral_7B,0.059810943367876804,0.0013738264364142594,0.059810943367876804,2860,,True
Story_MS_cognitive_verbs_basic_Count,Mistral_7B,0.21275439188830197,1.2468092225831417e-30,0.21275439188830197,2860,,True
Story_MS_cognitive_verbs_metacognitive_Count,Mistral_7B,0.023205878116603615,0.21473472102107707,0.023205878116603615,2860,,False
Story_MS_cognitive_verbs_Total,Mistral_7B,0.21235220630066887,1.6133786768671302e-30,0.21235220630066887,2860,,True
Story_MS_emotional_verbs_basic_Count,Mistral_7B,0.18785826971642072,3.967475043837024e-24,0.18785826971642072,2860,,True
Story_MS_emotional_verbs_complex_Count,Mistral_7B,0.04543850182666999,0.015090614965616384,0.04543850182666999,2860,,True
Story_MS_emotional_verbs_Total,Mistral_7B,0.19091848645385948,7.006380033551075e-25,0.19091848645385948,2860,,True
Story_MS_volitional_verbs_intention_Count,Mistral_7B,0.12366732570434583,3.218785012821878e-11,0.12366732570434583,2860,,True
